Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
Restaurants,GOLDEN RIVER HOLIDAY RESORT,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.",B,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat
Restaurants,XIANG YUN CHINESE RESTAURANT,"NO:935,PERADENIYA ROAD,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,OFF THE HOOK,"NO:180,PARK ROAD,COLOMBO 05",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,ENJOLA RESTAURANT,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat
Restaurants,DIO JEY RESTAURENT,"NO.145/1A, GIRIDARA, KAPUGODA",B,Gampaha,Dompe Pradeshiya Sabha,Dompe Divisional Secretariat
Restaurants,WAAHALKADA RESTAURANT,"NO:322,KANDY ROAD,AMBEPUSSA,WARAKAPOLA",B,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat
Restaurants,MISS SUGAR,"NO:246,LEWIS PLACE,NEGOMBO,SRILANKA",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,GARTONS ARK RESTAURANT,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,TURF RESTAURANT,"NO. 08, GRAND STAND RACE COURSE, REID AVENUE, COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SHANDONG THE CHINESE KITCHEN,"NO. 1092, SRI JAYAWARDENAPURA MAWATHA, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,BERLIN SKY LOUNGE,"NO. 101/11, HUNUPITIYA LAKE ROAD, COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,THE TUNA AND THE CRAB,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat
Restaurants,KANDY KITCHEN,"NO 483,WILLIAM GOPALLAWA MAWATHA,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,PST RESTAURANT,"NO 48/A, PARK STREET,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BLUE SKY RESTAURANT,"NO 85/2/1 OLCOTT MAWATHA, COLOMBO 11",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,CHAPTER ONE,"931C,KOTTE ROAD,KOTTE",A,Colombo,Kotte Muncipal Council,Sri jayawadanapura
Restaurants,SUDARSHAN RESTAURANT,"NO 08,FRANKFORT PLACE,COLOMBO 04.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,ROYAL SIGIRIYA RESTAURANT,"POTHANA KIBISSA, SIGIRIYA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Restaurants,HERITAGE RESTAURANT,"NO 13O, CENTRAL GARDEN LAND, MADAWALA ULPATHA.",A,Matale,Matale,Pallepola Divisional Secretariat
Restaurants,NALLUR BHAVAN,"250, TEMPLE ROAD, NALLUR, JAFFNA",B,Jaffna,Jaffna,Jaffna Divisional Secretariat
Restaurants,MATHURA MADRAS WOODLANDS,"16, MELBOURNE AVENUE, COLOMBO 04",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,THE RE-PUB.LK,"57, HOSPITAL STREET, COLOMBO 01.",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BLUE SAPPHIRE RESTAURANT,"NO:156/158, HAPUTHALE ROAD, WELLAWAYA",B,Moneragala,Wellawaya,Wellawaya Divisional Secretariat
Restaurants,SUGAR,"G05, OLD DUTCH HOSPITAL, FORT, GALLE",B,Galle,Galle,Galle Divisional Secretariat
Restaurants,TONG NI ROAST MEAT RESTAURANT,"NO.59, WALUKARAMA ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,THE MANHATTAN FISH MARKET,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura
Restaurants,BARRACUDA SEA FOOD & GRILL,"41/2AWASALA ROAD,DEHIWALA",B,Colombo,Colombo,Dehiwala Divisional Secretariat
Restaurants,VOC CAFE,"DUTCH BURGHER UNION, NO 114, REID AVENUE, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SKY BOLLYWOOD LOUNGE,"NO-9,STATION ROAD,COLOMBO-04",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LAVINIA RESTAURANT & HOTEL,"NO 43, BEACH ROAD, MT. LAVINIA",B,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,LOBBY BISTRO PLATINUM 1,"NO:1, BAGATALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Restaurants,DOMINANT RAJAGIRIYA,"RECEPTION HALL, WELIKADA, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,OSTERIA ROMANA INDURUWA,"MUDIYANSE RALAHAMY'S ESTATE, YALEGAMA, INDURUWA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Restaurants,KUURAKU JAPANESE RESTAURANT,"48B, PARK STREET, COLOMBO02",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MAKYE AME RESTAURANT,"NO 4 1/1, VAJIRA ROAD, COLOMBO 04",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MOMO,"NO.11, NEGOMBO ROAD, WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat
Restaurants,THE REGENT COUNTRY CLUB,"5/1,21ST LANE, ISURUPURA,MALABE",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,CANTEN CHINESE RESTAURANT,"NO.21SOMADAVI PL, KIRULAPONE AV COLOMBO 05",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,COCKPIT COLOMBO,"NO 7, 07A, 07/1B, FIFE ROAD, COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,CEYLON TEA FACTORY RESTAURANT,"NO 05, WATHTHIRIYAWA WATTA, PASSARA ROAD, ELLA",A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat
Restaurants,HOTEL INDOORA,"PUTTALAM ROAD, THITTAWELLA, KURUNAGALA",A,Kurunegala,Kurunegala,Maspotha Divisional Secretariat
Restaurants,DINE INN REATAURANT,"NO 47, W. A SILVA MAWATHA, COLOMBO 06",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,THE SIZZLE,"29/1,STATION ROAD,DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,FILL FAMILY RESTAURANT,"NO 83, COLOMBO ROAD, KANDANA",B,Gampaha,MC,Ja-Ela Divisional Secretariat
Restaurants,SUSHI BAR SAMURAI,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Restaurants,H.BROTHER'S BROASTED CHICKEN,"NO- 163 DEANS ROAD, COLOMBO-10",A,Colombo,MC,Colombo Divisional Secretariat
Restaurants,GOLDEN SPOON SPICES,"27E, HOSPITAL ROAD, DEHIWELA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,FREE TRADE ZONE LIANA,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE",B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat
Restaurants,SILK LOUNGE AND RESTAURANT,"41-,3/1,MAITLAND CRESCENT,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,LAK LAGUNA RESTAURANT,"78 MAIN ROAD,KALPITIYA,",B,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat
Restaurants,THE EXCHANGE RESTAURANT,"NO. 39/4/1,CANAL RAW,COLOMBO 01.",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,MATHURA MADRAS WOODLANDS,"165,MAIN STREET,BATHTHARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,K.D.K.RESTAURANT,"KOMBAVIL,W.N.4,PUTHUKUDIYUPPU,MULAITIVU",B,Mullaitivu,Mulatiyana Pradeshiya Sabha,Mullaitivu Divisional Secretariat
Restaurants,FAT PANDA,"31A,SEA AVENUE,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,BLUE GINGER RESTAURANT,"356,CHILAW ROAD,PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,LIKOORI,"NO 25/1/2,STATION ROAD,BAMBALAPITIYA",B,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,GREEN VILLA FAMILY RESTAURANT,"NO 737/7 , THALANGAMA NORTH , MALABE.",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat
Restaurants,HE PING RESTAURANT,"440,GALLE ROAD,RATHMALANA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat
Restaurants,MONSOON COLOMBO,"MONSSON COLOMBO,PARK STREET MEWS, PARK STREET,COLOMBO 2",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SHAN CITY CHINEESE RESTAURANT,"27/3/1,,KOTUGODELLA VEEDIYA,,KANDY.",B,Kandy,Kandy,Kandy Divisional Secretariat
Restaurants,CHINESE DELIGHT RESTAURANT,"41-A,RIDGEWAY PLACE, MARINE DRIVE,COLOMBO 04",A,Colombo,Colombo,Colombo Divisional Secretariat
Restaurants,SAMEEHA FAMILY RESTAURANT,"NO. 390,CHILAW ROAD, PERIYAMULLA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,SEA PORT RESTAURANT,"70,PORUTHOTA ROAD,ETHUKALA,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat
Restaurants,AMUSEUM,"9TH FLOOR, GREEN LANKA BUILDING,NAWAM MAWATHA,COLOMBO 02",A,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,AZMARA SPA - CINNAMON LAKESIDE,"NO.115, 01 FLOOR, SIR CHITHAMPALAM A. GARDNIER MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,AZMARA SPA - BENTOTA BEACH HOTEL,"BENTOTA BEACH HOTEL, BENTOTA",,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Spa & Wellness Centers,AZMAARA SPA - CINNAMON LODGE,"P.O BOX, 02, HABARANA",,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat
Spa & Wellness Centers,SPA CEYLON AYURVEDA - COLOMBO 02,"48D, PARK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,ANGSANA SPA,"NO.75 B, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,COCO SPA - HERITANCE TEA FACTORY,"KANDAPOLA, NUWARAELIYA",,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat
Spa & Wellness Centers,COCO SPA - HERITANCE AHUNGALLE,"HERITANCE AHUNGALLE, AHUNGALLE",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Spa & Wellness Centers,DIVIYAN SPA - EARL'S REGENCY,"EARL'S REGENCY, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Spa & Wellness Centers,COCO SPA - MT. LAVINIA HOTEL,"100, HOTEL ROAD, MT. LAVINIA",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,COCO SPA - CLUB BENTOTA,"CLUB BENTOTA, ALUTHGAMA",,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Spa & Wellness Centers,COCO SPA - ULAGALLA WALAWWA,"THIRAPPANE, ANURADHAPURA",,Anuradhapura,Anuradhapura,Anuradhapura East
Spa & Wellness Centers,SPA CEYLON AYURUVEDA,"SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01.",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,AZMAARA SPA-CINNAMON BAY,CINNAMON BEY BERUWELA,,Kalutara,Aluthgama,Aluthgama
Spa & Wellness Centers,SPA CEYLON AYURVEDA - HIKKADUWA,"NO.400, GALLE ROAD, HIKKADUWA",,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Spa & Wellness Centers,JAL HEALTH AND BEAUTY SPA INVESTMENT (PVT) LTD,"NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,WHITE BY SPA CEYLON,"NO 14,WARD PLACE,COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,AZMAARA SPA-CHAAYA TRANZ,HIKKADUWA,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Spa & Wellness Centers,COLOMBO COURTYARD(AMBER SPA),"32,ALFRED HOUSE AVE,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,COCO SPA-THURYAA RESORT,"WASKADUWA,KALUTARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Spa & Wellness Centers,ANANTAYA COCO SPA,"BANGADENIYA,CHILAW",,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat
Spa & Wellness Centers,ARIYAANA,"WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,Colombo Divisional Secretariat
Spa & Wellness Centers,ARIYANNA SPA-THE BLUE WATER,"THALPITIYA,WADDUWA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
Spa & Wellness Centers,SPA CEYLON AYURVEDA - GALLE FORT,"NO.54/A,LIGHT HOUSE STREET,GALLE FORT.",,Galle,Galle,Galle Divisional Secretariat
Spa & Wellness Centers,BAAN THAI,"NO.490,HAVELOCK ROAD,COLOMBO-05",,Colombo,Batticaloa,Thimbirigasyaya Divisional Secretariat
Spa & Wellness Centers,JIVA SPA - VIVANTA BY TAJ BENTOTA,"VIVANTA BY TAJ,NATIONAL HOLIDAY RESORTS,BENTOTA.",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Spa & Wellness Centers,AYU SPA,"NO.40/1,DEWANA RAJASINGHE MAWATHA,PERADENIYA,KANDY.",,Kandy,Gagawata Koralya,Gagawata
Spa & Wellness Centers,SENSES SPA.,"NO 48,JANADHIPATHI MAWATHA,COLOMBO 01.",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,NIROGI SPA,"THE SURF HOTEL,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Galle Divisional Secretariat
Spa & Wellness Centers,COCO SPA-GRAND KANDYAN,"NO:89/10,LADY GORDOW DRIVE,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Spa & Wellness Centers,H.E.R.HOLISTIC CENTER AND SPA,"NO.640/62,COLOMBO ROAD,KURANA,NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Spa & Wellness Centers,SPA CENVAREE,"CENTARA CEYSANDS RESORT AND SPA,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Spa & Wellness Centers,INFINITY SPA,"GOLDI SANDS,ETHUKALA,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat
Spa & Wellness Centers,COCOSPA (PVT) LTD - CITRUS ( WASKADUWA ),"NO.427. SAMANTHARA ROAD, WASKADUWA, KALUTHRA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Spa & Wellness Centers,SPA CEYLON AYURVEDA,"NO:103/7,GALLE ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,AZMAARA SPA - CINNAMON WILD - YALA,"P.O.BOX 01, YALA, KIRINDA, TISSAMAHARAMA",,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat
Spa & Wellness Centers,AZMAARA SPA-CHAAYA BLU,"CHAAYA BLU,TRINCOMALEE,SAMPATIVE ROAD,UPPUVELI,TRINCOMALEE.",,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat
Spa & Wellness Centers,SEA VIEW SPA,"NO 31/5-3/1, SEA AVENUE, MARINE DRIVE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,RENOVA SPA,"RIU 150, GALLE ROAD, AHUNGALLA",,Galle,balapitiya,Balapitiya Divisional Secretariat
Spa & Wellness Centers,COCO SPA-ANANTAYA PASSIKUDAH,"COCONUT BOARD ROAD,KALKUDAH,PASSIKUDAH",,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat
Spa & Wellness Centers,ANANTARA SPA-TANGALLE,"GOYAMBOKKA ESTATE, TANGALLE.",,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat
Spa & Wellness Centers,SPA CEYLON AYURVEDA-MAHAWELI REACH,"MAHAWELI REACH HOTEL, NO. 35, P.B.A. WEERAKOON MAWATHA, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Spa & Wellness Centers,SPA CEYLON -HERITANCE NEGOMBO,"175, LEWIS PLACE, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Spa & Wellness Centers,ANANTARA SPA-KALUTHARA,"ST.SEBASTIANS'S ROAD, KATUKURUNDA, KALUTHARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Spa & Wellness Centers,ARIYANNA SPA - WATER GARDEN,"INDIGASWEWA,SIGIRIYA.",,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Spa & Wellness Centers,INFINITY SPA,"CLUB WASKADUWA, 211, PANADURA ROAD, WASKADUWA",,Kalutara,Kalutara,Kalutara Divisional Secretariat
Spa & Wellness Centers,NIROGI SPA,THE SAFARI HOTEL TISSAMAHARAMA,,Hambantota,Hambantota,Hambantota Divisional Secretariat
Spa & Wellness Centers,INFINITY SPA,"COCO ROYAL,BEACH ROAD,MAHAWASKADUWA,KALUTARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
Spa & Wellness Centers,ZEN ISLAND,"67, MIRIHANA ROAD, NUGEGODA",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
Spa & Wellness Centers,"SPA CEYLON AYURVEDA,MOVENPICK HOTEL","NO24, DARMAPALA MAWATHA,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Spa & Wellness Centers,JULIANA SPA,"316, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Spa & Wellness Centers,CEYLON HOLISTIC CENTRE,"NO:220, THIMBIRIGASYAYA ROAD, COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Spa & Wellness Centers,SPA OYA,"LAKE VIEW,ARUNALU,GINIWELLA, KOGGOLA, AHANGAMA",,Galle,Galle,Habaraduwa Divisional Secretariat
Spa & Wellness Centers,TRIVANA LOTUS SPA (PVT) LTD.,"SHOP NO. 19,,INDEPENDENCE ARCADE,,COLOMBO 07.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Spa & Wellness Centers,ROYAL SEN SPA AND WELLNESS CENTER,"47 STATION ROAD,MOUNT LAVINIYA,",,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
Spa & Wellness Centers,SPA CEYLON AYURVEDA-BATTARAMULLA,"NO. 1020,,PANNIPITIYA ROAD,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla
Spa & Wellness Centers,L OCCITANE,"NO. 2,,GALLE ROAD,,COLOMBO - 3",,Colombo,MC,Colombo Divisional Secretariat
Spa & Wellness Centers,QUEEN BEE SPA,"NO.38/5,CEMETERY ROAD,KUDAPADUWA,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat
Spa & Wellness Centers,AVANI SPA,"NO. 20,,HOTEL ROAD,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Spa & Wellness Centers,AYU SPA,"EARL'S REEF HOTEL,NO.91/22,MARADANA ROAD,MORAGALLA,BERUWALA",,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
Spa & Wellness Centers,COCOSPA PVT LTD-HERITANCE KANDALAMA,"COCOSPA-HERITANCE KANDALAMA,P.O.BOX 11,DAMBULLA",,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Spice Gardens,INTERNATIONAL SPICE WALK,"NO. 05, SAPPUWATTHA, PALAPTHWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,PARAMOUNT 200,"NO. 200, KAWDUPELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,HAPPYLAND SPICE GARDEN,"NO.01,DAMBULLA ROAD, KAWATAYAMUNA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,RANWELI SPICE GARDEN,"NO. 99, KAUDUPELELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,KOSGODA SPICE & HERBLE GARDEN,"NO.777,GALLE ROAD, KOSGODA",,Galle,Galle,Balapitiya Divisional Secretariat
Spice Gardens,NEW LUCKY LAND SPICE GARDEN,"KANDY ROAD, HINGULA",,Kegalle,Kegalle,Mawanella Divisional Secretariat
Spice Gardens,NEW ALL SPICE GARDEN,"THUNTOTAWATTA, MOLAGODA, KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat
Spice Gardens,LUCKGROVE SPICE GARDEN,"NO. 28,PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,LUCKYLAND-101,"101, PALAPATWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,ROYAL 100 SPICE AND HERBAL GARDEN,"KAWDUPELELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,REGENT SPICE GARDEN,"NO. 06, KIRIGALPOTHA, PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,SIRILAK SPICE GARDEN,"NO. 50, KAWDUPALALLA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,SUSANTHA SPICE AND HERBAL GARDEN,"NO. 27, GANETHENNA, HINGULA, MAWANELLA",,Matale,Matale,Mawanella Divisional Secretariat
Spice Gardens,SAFFARON SPICE GARDEN,"NO. 21, RANDENIYA, HIRIWADUNNA, KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat
Spice Gardens,SURATHURA SPICE & HERBAL GARDEN,"NO. 03, THOTAGAMUWA, PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,ZORN SPICE GARDEN,"NO. 50, RANDENIYA, HIRIWADUNNA",,Kegalle,Kegalle,Kegalle Divisional Secretariat
Spice Gardens,THE ISLAND SPICE GROOVE,"NO. 25, UTUWANKANDA, MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat
Spice Gardens,ARUNALU SPICE GARDEN,"NO. 80, MADAWALA ULPATHA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,DIANA SPICE GARDEN,"NO. 02, KIRIGALPOTHA, PALAPATHWELA",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,96 DELIGHT SPICE GARDEN,"12 KADE, 30TH MILE POST, NALANDA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,NEW PARADISE SPICE GARDEN,"NO. 09, KAWUDUPELLELA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,NEW PARADISE SPICE GARDEN,"KANDY COLOMBO ROAD, ANWARAMA, MAWANELLA",,Matale,Matale,Mawanella Divisional Secretariat
Spice Gardens,KANDYAN SPICE GROVE,"NO. 99, GANETENNA, HINGULA",,Kegalle,Kegalle,Kegalle Divisional Secretariat
Spice Gardens,GREEN VALLEY SPICE GARDEN,"NO. 28, ANWARAMA, MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat
Spice Gardens,HIGHLAND SPICE GARDEN,"NO. 25, KOHOLANGWELLA, MADAWELLA, ULPOTHA, MATALE",,Matale,Yatawatta Pradeshiya Sabha,Yatawatta Divisional Secretariat
Spice Gardens,NEW NILWALA SPICE GARDEN,"NO. 07, KIRIGALPOTHA, PALAPATHWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,ISIWARA AYURVEDIC VILLAGE,"NO.15, UPALI WATTA, DEDULGAMUWA, MADAWALA,ULPOTHA, MATALE",,Matale,Matale,Naula Divisional Secretariat
Spice Gardens,NEW REGENT SPICE AND HERBAL GARDEN,"NO. 6, UTHUWANKANDA, MAWANELLA.",,Kegalle,Kegalle,Mawanella Divisional Secretariat
Spice Gardens,EUPHORIA SPICE AND HERBAL(88),"ARUNALOKA FARM,MADAWALA ULPATHA,MATALE",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,GREENLAND SPICE GARDEN,"NO 01, ANWARAMA - MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat
Spice Gardens,HERITAGE SPICE AND HERBS GARDEN-NO 11,"NO 130,CENTER LAND,DIMBULAGAMUWA,MADAWALA,ULPOTHA",,Matale,Matale,Pallepola Divisional Secretariat
Spice Gardens,GRAND REGENT,"NO:6 HABARANA ROAD,INAMALUWA,DAMBULLA",,Matale,Matale,Matale Divisional Secretariat
Spice Gardens,NEW LUCKUYANA SPICE AND HERBAL GARDEN,"NO:200,RANDENIYA,HIRIWADUNNA,KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat
Spice Gardens,27 OLD VILLAGE SPICE & HERBLE GARDEN.,"KOHOLANWELA,MADAWALA,ULPOTHA,MATALE.",,Matale,Dambulla Pradeshiya Sabha,Pallepola Divisional Secretariat
Spice Gardens,ISIRESA SPICE GARDEN,"273,SIGIRIYA ROAD, MORAGASWEWA,HABARANA",,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat
Spice Gardens,RISIWARANA SPICE GARDEN,"59,DAMBULLA ROAD, KAWATAYAMUNA,,MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,LAKMINI,"NO. 676,PERADENIYA ROAD,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,ART LANKA,"NO. 951, PERADENIYA ROAD,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,SIFANI JEWELLERS,"845, PERADENIYA ROAD, KANDY.",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,TONY'S FAIR,"530, COLOMBO ROAD, KIRIBATHKUMBURA, KANDY.",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,NISHANTHA WOOD CARVINGS,"NO. 3, 26TH POST, HATHAMUNA ROAD, POLONNARUWA",,Polonnaruwa,Polonnaruwa,Padiyathalawa Divisional Secretariat
Tourist Shops,HOUSE OF FASHINES GARMENTS,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
