Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
Tourist Shops,HEMACHANDRAS,"NO. 939, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,HEMACHANDRAS,"QUEEN'S HOTEL, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,NORITAKE LANKA PORECELAIN,"NO.580,NEGOMBO ROAD, MABOLE, WATTALA",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,PRASANNA GEM CENTER,"NO. 919, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,ASIAN GEMS & JEWELLERY,"50A,HOTEL ROAD, MT. LAVINIA",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,SERENE GEM GALLERY,"NO.11, JOSEPH LANE, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,KUBRA JEWELLERS,"245, GALLE ROAD, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,LAKMEDURA,"NO.113, DHARMAPALA MAWATHA, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,HOUSE OF FASHION GARMENTS,"NO.28,R.A. DE MEL MAWATHA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,TIESH BY LAKMINI,"253, R.A. DE MEL MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,SILK & STYLE,"AIRPORT GARDEN HOTEL, NEGOMBO ROAD, SEEDUWA",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,BANDULA FERNANDO BATIKS,"289/5, NOEL MENDIS MAWATHA, PANADURA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
Tourist Shops,DHANAJA GEM MUSEUM,"590, COLOMBO ROAD, NEW TOWN, RATHNAPURA",,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
Tourist Shops,FIOR DRISSAGE JEWELLERS,"NO.42-D, COLOMBO ROAD, LIYANAGEMULLA, SEEDUWA",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,PREMADASAS GEMS AND JEWELLERY,"NO. 75/7, WORD PLACE, COLOMBO-07",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,PREMADASA GEMS AND JEWELLERY,"NO. 800, PERADENIYA, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,AMITH GEMS,"644,PERADENIYA ROAD,KANDY.",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,BATIK FAIR BY KOTTEGODA,"THATAGAMUWA,PALAPATHWELA,MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,BATIK FAIR BY KOTTEGODA,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA.",,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
Tourist Shops,BATIK LAND,"63,KANDY ROAD,GANETENNA,HINGULA,MAWANELLA",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,DIAMOND DREAMS,"NO. 27, JOSEPH LANE ,COLOMBO 04.",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,A.M.A.CAREEM JEWELLERS,"BROWNS BEACH HOTEL,NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,A.M.A.CAREEM JEWELLERS,"BROWNS BEACH HOTEL,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,A.M.A CAREEM JEWELLERS,"THE BEACH,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,ISINI GEM JEWELLERS,"NO.41, RAJAPIHILLA MAWATHA, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,DERICK GEMS AND JEWELLERY,"NO. 388,COLOMBO ROAD,DADALLA,GALLE",,Galle,Galle,Galle Divisional Secretariat
Tourist Shops,GREEN GARDEN AYURVEDIC CENTER,"NO. 189, BEACH ROAD, PALAGATURE, KOCHCHIKADE",,Gampaha,Negombo,Negombo Divisional Secretariat
Tourist Shops,KREATIONS,KREATIONS,,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,LAKSHILA,"NO.676A,PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandaketiya Divisional Secretariat
Tourist Shops,ERIC SURIYASENA THE COLLECTION,"DAMBULLA ROAD, PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,GUNATHILAKA BATIKS,"NO. 173/A, RAJAPIHILLA MAWATHA,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,NORITAKE LANKA PORCELAIN,"P.O. BOX 30, MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,LANKA CERAMIC,"NO.696,GALLE ROAD, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,OAK RAY SILK GALLERY,"NO. 09, DEVENI RAJASINGHE MAWATHA, GATAMBE, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,OAK-RAY WOOD CARVING,"NO. 09, DEVANI RAJASINGHE MAWATHA,GETAMBE,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,PREMADASA SOUVENIRS,"NO. 560,GALLE ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,WIJAYA GEMS,"NO. 730, GALLE ROAD, COLOMBO 03",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,LANQUEENS GEMS &JEWELERS,"T LANE, KALUWAMODERA, ALUTHGAMA",,Kalutara,Aluthgama,Aluthgama
Tourist Shops,ZAM HANDICRAFT,"NO. 81, GALLE ROAD, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,ZAM HANDICRAFT,"NO. 548, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,ZAM HANDICRAFT,"COLOMBO HILTON,COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,SILK GARDENS,"NO. 935, FIRST FLOOR, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,BATIK COLLECTION,"NO.173 A1/1 (NEW # 171/1/1 RAJAPIHILLA MW,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,CEYGEMS INTERNATIIONAL -KANDY,"NO.673, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,UNIXINGS,"208,R.A DE MEL MAWATHA,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,ISLAND BATIKS,"NO. 79/5, TRINCOMALE STREET, MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,CITY OF GEM MUSEUM,"NO. 17 B, GALLE ROAD, MOLLIGODA, WADDUWA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
Tourist Shops,HEMACHANDRA SILKS,"935,PERADENIYA ROAD,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,LAKVIDU GEM AND JEWELLERY AND UNIQUE ART GALLERY,"NO 18,COLOMBO STREET,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,HENRY BATIKS,"SIGIRIYA ROAD, INAMALUWA, DAMBULLA",,Matale,Dambulla Pradeshiya Sabha,Polpithigama Divisional Secretariat
Tourist Shops,GEMS CHAMBER-GEM BANK,N.06 EHELEPOLA-GM BANK,,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
Tourist Shops,THE EXOTIC,"45,5TH LANE,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,TAPROSILK,"N0.658 /A PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,HOUSE OF FASHION MEGA MALL,"NO 101,D.S SENANAYAKE MW,COLOMBO 08",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Tourist Shops,RATNAPURA GEM BUREAU,"POTHGUL VIHARA MAWATHA,RATNAPURA",,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
Tourist Shops,LAKRUKA,"KANDY TRINCOMALEE ROAD,ARANGALA,NAULA",,Badulla,Badulla,Badulla Divisional Secretariat
Tourist Shops,HANDUNI'S GEMS & JEWELLERY EXPORT,"NO 312/5/2,WARATENNE,HALLOLUWA,KANDY",,Kandy,Kandy,Harispattuwa Divisional Secretariat
Tourist Shops,OAK RAY GEM & JEWELLERY,"22D,DEVENI RAJASINGHE MAWATHA GATAMBE,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,KHIARDS,"TAJ SAMUDRA HOTEL 25,GALLE FACE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Tourist Shops,E.W.BALASURIYA & CO.,"7/2,SANGAMITTA MAWATHA,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Tourist Shops,NATURAL GEMS & GEMOLOGICAL MUSEUM,"NO.530,COLOMBO ROAD,KIRIBATHKUMBURA,KANDY.",,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat
Tourist Shops,OAK-RAY CREATIONS BATIKS - MATALE,"NO. 17, DAMBULLA ROAD, KAUDUPELALLA, MATALE",,Matale,Matale,Matale Divisional Secretariat
Tourist Shops,RU SHI GEMS,"NO149,GALLE ROAD,BAMBALAPITIYA,COLOMBO 04.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Tourist Shops,BAZAAR AND COMPANY,"INSIDE RIV SRI LANKA RESORT, GALLE ROAD, AHUNGALLA",,Galle,balapitiya,Balapitiya Divisional Secretariat
Tourist Shops,CEYLON SAPPHIRE COLLECTION,"NO. 149, COLOMBO ROAD, KALUWELLA, GALLE",,Galle,Galle,Galle Divisional Secretariat
Tourist Shops,PRIME TEA CEYLON,"523/4B, SIRIKOTHA LANE, COLOMBO 03",,Colombo,MC,Thimbirigasyaya Divisional Secretariat
Tourist Shops,THE SILVER JEWELLERY SHOP,"118/7,JINADASA NIYATHAPALA MAWATHA, NARAHENPITA , COLOMBO 05.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
Tourist Shops,FINE GEM AND JEWELLERY,"298B,R.A.DE MEL MAWATHA,COLOMBO 03",,Colombo,MC,Colombo Divisional Secretariat
Travel Agents,EXOTIC TOURS (PVT) LTD,"NO. 572/10, 2ND FLOOR, MADIWELA ROAD, THALAWATHUGODA",,Colombo,Dehiwala-Mount Lavinia,Moratuwa Divisional Secretariat
Travel Agents,HAMOOS TRAVELS (PVT) LTD,"NO.34, DR WIJEWARDHANA MAWATHA, COLOMBO 10",,Colombo,Colombo,Maradana
Travel Agents,WORLDLINK TRAVELS (PVT) LTD,"NO.20 DHARMARAMA ROAD, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE TRAVEL MARKET (PVT) LTD,"NO. 182, AIRLINK TOWERS, MAIN STREET, KATTANKUDY 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TANGERINE TOURS (PVT) LTD,"NO.236, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SEIKOU LANKA TOURS (PVT) LTD,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HANA TRAVELS & TOURS (PVT) LTD,"NO.345.1/1, KOTTE ROAD, RAJAGIRIYA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,FINTRAVEL (PVT) LTD,"NO. 61, ALEXANDRA PLACE, COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MAGICAL ISLE HOLIDAYS (PVT) LTD,"NO 26.B, NUGEGODA ROAD, PEPLIYANA.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TAPROBANE TRAVELS ( PVT ) LTD,"NO.4/B,2ND CROSS STREET,TALBOT TOWN,GALLE.",,Galle,Galle,Galle Divisional Secretariat
Travel Agents,CEYLON'S BEST TOURS (PVT) LTD,"MIHIRIPENNA, WARAPITIYA, DHARGA TOWN",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Travel Agents,LANKA TRAVEL SERVICES,"350, AMBAGAHA JUNCTION ROAD, GOTHATUWA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GLOBAL CONNECTION TRAVELS & TOURS (PVT) LTD,"NO.9, CAL.T.G. JAYAWARDENA MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,REGIONAL DEVELOPMENT HOLDINGS (PVT) LTD,"NO.130/1/B,WATADDARA,VEYANGODA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ADITHYA LANKA HOLIDAYS (PVT) LTD,"NO.136/B, KANDY ROAD, KALALPITIYA, PASYALA",,Gampaha,Gampaha,Gampaha Divisional Secretariat
Travel Agents,GALLE TRAVLS & TOURS (PVT) LTD,"NO.41, MARINE GRAND BANQUEST HALL, 2ND FLOOR, MARINE DRIVE, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,WILD HOLIDAYS TRAVELS (PVT) LTD,"NO.42, BAGATHALE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,UNITED LEISURE (PVT) LTD,"NO.174/3/3, 2ND FLOOR, SAMPATH BANK BUILDING, RAGAMA ROAD, KADAWATHA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,VICCTORY TRAVELS,"NO.8/10,BRISTOL STREET, COLOMBO 01",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,IQRA TRAVELS & TOURS (PVT) LTD,"NO.195/1B, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MAL KEY TRAVELS & TOURS (PVT) LTD,"NO.58, PAMANKADA ROAD, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,KAMWELTA TRAVEL & TOURS (PVT) LTD,"KINDELPITIYA JUNTION, WELMILLA, BANDARAGAMA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ASIAN ADVENTURES,"NO. 74 A.1/1, PARK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,N M LANKA TRAVELS COMPANY,"NO.2/1, NANDANA MOTORS BUILDING, MALIGAWATTE, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,UPALI TRAVELS (PVT) LTD,"NO.06, REGENTS BUILDING, CHITTAMPALAM GARDINER MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,M.D.GUNASENA TRAVEL INTERNATIONAL (PVT) LTD,"NO.150, MIHINDU MAWATHA, COLOMBO 12",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,A1 TRAVELS (PVT) LTD,"NO. 70/1/1, GALLE ROAD, DEHIWALA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GREEN HOLIDAY CENTRE (PVT) LTD,"31 A, W A D RAMANAYAKA MAWATHA, COLOMBO 02, SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CLASSIC TRAVEL (PVT) LTD,"NO.379/4, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ORIENT TOURS,"NO.81/9A, GREENLAND PLACE, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LANKA TRAVEL ASSOCIATES,"NO.91/7, WAIDYA ROAD, DEHIWALA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MACKWOODS TRAVELS (PRIVATE) LIMITED,"NO.10, GNARTHA PRADEEPA MAWATHA, COLOMBO 8",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ACE TRAVELS & CONVENTIONS (PVT) LTD,"NO.315, VAUXHALL STREET, COLOMBO 2",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,YATHRA TRAVELS (PVT) LTD,"572/10, 2ND FLOOR, MADIWELA ROAD, THALAWATHUGODA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HIMPRAS TOURS (PVT) LTD,"NO.436 - 440, 1 ST FLOOR, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ACTIVE VACATIONS LANKA (PVT) LTD,"NO.50, RAMYA MAWATHA, SUBUTHIPURA, BATTARAMULLA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SKY WORLD TRAVELS (PVT) LTD,"F-21, PEOPLES PARK COMPLEX, COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,J.Y. TRAVELS & TOURS,"NO.261, DIULAGAHAWATTA, TUDELLA, JAELA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,RICHARD TRAVELS AND TOURS(PVT)LTD,"NO 17 A GALLE ROAD, ANGAGODA BENTHOTA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
Travel Agents,SENSES HOLIDAY (PVT)LTD,"14M,MOOR ROAD, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,DANA TOURS & TRAVELS (PVT)LTD,"NO 74, SEA BEACH ROAD,COLOMBO 11",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,NORAMIX TRAVELS (PVT) LTD,"NO 419 A , 1/1, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,AL ARAFATH TRAVELS & TOURS (PVT) LTD,"NO. 190, GRANDPASS, COLOMBO 14",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TROPICAL ASIA TOURS (PVT) LTD,"NO.23A, GOWER STREET, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CONCORD EXOTIC VOYAGES LANKA (PVT)LTD,"74,A1/1,PARK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ACE HOLIDAY LANKA (PVT) LTD,"NO.2, LAKXMI GARDENS, BORELLE, COLOMBO 08",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,EXPLORE VACATIONS & TRAVELS (PVT) LTD,"NO. 371/5, NEGOMBO ROAD, MUKALANGAMUWA, SEEDUWA",,Puttalam,Negombo,Negombo Divisional Secretariat
Travel Agents,TREE OF LIFE TRAVELS (PVT) LTD,"NO.01, DIAS PLACE , PEPILIYANA ROAD, NUGEGODA, SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LOKUGE TOURS & TRAVELS (PVT)LTD,"10, PARSONS ROAD, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HOLIDAY ISLAND,"NO.608-1/25B, ASEON BUILDING, DR.DANISTER DE SILVA MAWATHA, COLOMBO 9",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,J.J. TOUR SERVICES (PVT) LIMITED,"NO.199, GALLE ROAD, COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,M & S TRAVEL SOLUTIONS (PVT) LTD,"NO.233, VAUXHALL STREET, COLOMBO 2",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TROPICAL TRAVEL HOLIDAYS (PVT) LTD,"NO.18, CASTLE AVENUE, COLOMBO 8",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,KANOTA TOURS,"NO.7,/20, PANANWALA, DELGODA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE TRAVELEX,"NO.74, 1ST FLOOR, SRI SANGARAJA MAWATHA, COLOMBO 10",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SONALY TOURS & TRAVELS (PVT) LTD,"NO. 89/20, JINADASA NANDASENA MAWATHA, KIRIBATHGODA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SILVER LINE TOURS (PVT) LTD,"NO.1012, MARADANA ROAD,BORELLA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,FAMICO TOURS & TRAVELS PRIVATE LIMITED,"NO.529 1/1, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Travel Agents,CASONS TRAVELS (PVT) LTD,"NO.55B,ANANDA COOMARASWAMY MAWATHA,COLOMBO 03.",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LANKAN HERITAGE & TOURS INTERNATIONAL (PVT) LIMITED,"NO.41, MINUWANGODA ROAD, EKALA, JA-ELA",,Gampaha,Gampaha,Ja-Ela Divisional Secretariat
Travel Agents,MODERN VOYAGES (PVT) LTD,"NO.173, VIJAYA KUMARANATHUNGA MAWATHA, COLOMBO 5",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SPRINT TRAVELS & TOURS,"NO.35, GALLE FACE COURT 01, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,CEYLON TOURS LIMITED,"NO 8 A, SIR ERNEST DE SILVA MAWATHA ,COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ICT TRAVELS & TOURS (PVT) LTD,"NO.20, NELSON PLACE,COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SENOK TRAVEL (PVT)LTD,"NO259/1,GALLE ROAD ,COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE BOTTOM LINE,"HOTEL TAJ SAMUDRA, NO.25, GALLE FACE CENTRE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,BUTTERFLIES (PVT) LTD,"NO. 104 A, TEMPLERS ROAD, MOUNT LAVINIA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GEM ISLAND TOURS & TRAVELS (PVT)LTD,"NO 07, GALLE FACE COURT 02,GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TRAVEL SPACE (PVT) LIMITED,"NO.99/1, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat
Travel Agents,TRAVELATIONS (PVT) LTD,"NO.01, EBERT PLACE, COLOMOBO 5",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GUWANA TRAVELS & TOURS (PVT) LTD,"NO.113/1, CHILLAW ROAD, KOLINJADIYA, WENNAPPUWA",,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat
Travel Agents,LANKA TRAVEL OPERATORS (PVT) LIMITED,"NO.104, YMBA BUILDING, FORT, COLOMBO 1",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GRAY MACKENZIE TRAVELS (PVT)LTD,"NO.46/38, 4TH FLOOR, FORBES BUILDING, NAWAM MAWATHA, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TIME TRAVELS,"467,GALLE ROAD,WEWALA,HIKKADUWA",,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat
Travel Agents,CONTINENTS & OCEANS (PVT) LTD,"NO. 1A, UNITY PLACE, COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LANKA VACATIONS (PVT) LTD,"NO 43, ST ANTHONYS MAWATHA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LESLIE'S TOURS & TRAVELS (PVT) LTD,"NO. 149, 01ST FLOOR, LIBERTY PLAZA, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,MOULANA TRAVELS & TOURS (PVT)LTD,"NO. 195, LEVEL 01, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,FOOTPRINTS HOLIDAYS,"NO.99/26 M, OLD D.R.O ROAD, KANDANA",,Gampaha,Gampaha,Gampaha Divisional Secretariat
Travel Agents,SAFRA TRAVELS & TOURS (PVT) LTD,"FGL 04, DIAS PLACE, GUNASINGHEPURA, COLOMBO 12",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LANKA HOLIDAY DESTINATIONS (PVT) LTD,"NO.7, ROSMEAD PLACE, COLOMBO 7",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,TRAVEL LOUNGE (PVT) LTD,"NO.2, 1/1, NELSON PLACE, COLOMBO 06",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,HERMES INTERNATIONAL LTD,"NO.6, YORK STREET, COLOMBO 1",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,LEGACY TRAVELS (PVT) LTD,"NO. 164 1/1, KESBEWA ROAD, BORALESGAMUWA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SILVER SHORE HOLIDAYS (PVT) LTD,"NO.103 B, POORWARAMA MAWATHA, COLOMBO 5",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GUIDING STAR HOLIDAYS,"NO.349/2, KORALAWELLA, MORATUWA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SPARKLINK HOLIDAYS & TOURS (PVT) LTD,"NO.39, ST MICHEALS ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ELEPHANT TRAVELS AND TOURS HOLDINGS (PVT) LTD,"NO.52, JAWATTA ROAD, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,THE NEPPON ENTERPRISES (PVT) LTD,"NO. 9 A, MAURICE PLACE, ISIPATHANA MAWATHA, COLOMBO 5",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GOGO LANKA (PVT) LTD,"NO. 271/ D, GALLE ROAD, MOUNT LAVINIA",,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat
Travel Agents,IDEA HOLIDAYS (PVT) LTD,"NO. 2/12, UDESHI CITY COMPLEX, KIRIBATHGODA",,Gampaha,Gampaha,Gampaha Divisional Secretariat
Travel Agents,RED APPLE TRAVEL & HOLIDAYS LANKA (PRIVATE) LIMITED,"NO. 255/2, 1ST FLOOR, KIRULA ROAD, COLOMBO 05",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ESCAPE HOLIDAYS (PVT) LTD,"21 MAITLAND CRESCENT, COLOMBO 07, SRI LANKA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,ISLAND LEISURE LANKA (PVT) LTD,"NO.157, MODEL FARM ROAD, COLOMBO 8",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,SPARKLINK TRAVELS (PVT) LTD,"""NIHALSONS BUILDING"", NO.39, ST. MICHAELS ROAD, COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,COMFORT TRAVELS & TOURS (PVT) LTD,"NO. 159C, PANNIPITIYA ROAD, THALAWATHUGODA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,VILUXUR TOURISM (PVT) LTD,"NO.385, 1ST FLOOR, THE LANDMARK BUILDING, GALLE ROAD, COLOMBO 3",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,DAYA HOLIDAYS (PVT) LTD,"NO.445, COLOMBO ROAD, PEPILIYANA, BORALESGAMUWA",,Colombo,Colombo,Colombo Divisional Secretariat
Travel Agents,GLOBAL VILLAGE TRAVELS,"NO.215, MAIN STREET, NEGAMBO",,Gampaha,Negombo,Negombo Divisional Secretariat
